id_planta,comprimento_sepala,largura_sepala,comprimento_petala,largura_petala,cidade_origem,classe
7683,7.8,5.2,7.3,2.9,São Paulo,Iris-setosa
7684,15.0,24.2,8.2,2.8,Campinas,Iris-setosa
7685,5.0,3.2,8.4,0.0,Sorocaba,Iris-setosa
7686,4.2,11.8,5.8,2.5,Campinas,Iris-setosa
7687,8.5,20.7,4.6,0.9,Sorocaba,Iris-setosa
7688,7.6,21.7,4.1,2.6,Campinas,Iris-setosa
7689,12.1,20.9,3.0,2.1,São Paulo,Iris-setosa
7690,11.7,15.8,3.9,0.4,Campinas,Iris-setosa
7691,14.0,12.2,7.4,0.6,Campinas,Iris-setosa
7692,13.6,9.0,7.3,0.2,Sorocaba,Iris-setosa
7693,11.0,18.1,3.3,0.5,Sorocaba,Iris-setosa
7694,6.9,17.6,7.8,0.6,São Paulo,Iris-setosa
7695,19.7,11.0,1.1,2.8,Campinas,Iris-setosa
7696,16.0,7.0,7.7,2.6,Campinas,Iris-setosa
7697,12.1,5.4,6.6,0.4,São Paulo,Iris-setosa
7698,6.8,4.9,2.5,2.9,São Paulo,Iris-setosa
7699,9.3,17.1,8.3,2.3,Campinas,Iris-setosa
7700,11.3,3.6,6.1,0.4,São Paulo,Iris-setosa
7701,16.4,,6.8,2.5,Campinas,Iris-setosa
7702,4.5,13.8,9.7,1.9,Campinas,Iris-setosa
7703,19.5,9.9,6.4,2.7,Campinas,Iris-setosa
7704,8.3,17.3,9.8,1.4,São Paulo,Iris-setosa
7705,12.1,3.2,3.5,0.7,Campinas,Iris-setosa
7706,6.0,2.6,7.6,1.9,São Paulo,Iris-setosa
7707,3.2,7.3,7.5,2.9,Sorocaba,Iris-setosa
7708,18.8,10.3,8.1,0.3,São Paulo,Iris-setosa
7709,3.5,22.5,4.8,2.7,Campinas,Iris-setosa
7710,7.0,11.8,4.0,2.8,São Paulo,Iris-setosa
7711,3.4,11.4,2.5,1.0,Sorocaba,Iris-setosa
7712,18.0,18.8,8.9,0.9,Campinas,Iris-setosa
7713,3.4,20.5,5.4,1.4,Sorocaba,Iris-setosa
7714,14.6,18.8,8.7,1.5,São Paulo,Iris-setosa
7715,14.9,5.2,3.3,1.2,Sorocaba,Iris-setosa
7716,6.3,17.9,2.4,0.1,São Paulo,Iris-setosa
7717,6.4,15.9,6.9,0.7,Sorocaba,Iris-setosa
7718,10.2,3.5,4.6,2.8,Sorocaba,Iris-setosa
7719,12.9,14.3,,0.2,São Paulo,Iris-setosa
7720,6.1,18.5,7.9,2.0,Sorocaba,Iris-setosa
7721,7.8,20.1,6.5,1.6,Sorocaba,Iris-setosa
7722,14.9,14.5,,0.5,Sorocaba,Iris-setosa
7723,4.3,16.1,7.2,1.7,Campinas,Iris-setosa
7724,10.3,4.5,4.8,2.3,Sorocaba,Iris-setosa
7725,15.9,14.8,4.1,0.8,São Paulo,Iris-setosa
7726,4.3,13.1,9.5,2.4,São Paulo,Iris-setosa
7727,16.5,3.4,6.7,2.6,São Paulo,Iris-setosa
7728,12.3,,7.3,0.1,São Paulo,Iris-setosa
7729,3.8,23.1,2.6,2.3,Campinas,Iris-setosa
7730,8.3,3.8,7.8,0.7,Sorocaba,Iris-setosa
7731,7.3,18.8,5.4,1.9,Sorocaba,Iris-setosa
7732,15.3,11.8,9.0,0.5,São Paulo,Iris-setosa
7733,17.3,12.9,3.7,0.8,Sorocaba,Iris-setosa
7734,12.7,12.2,4.3,1.8,São Paulo,Iris-setosa
7735,13.9,16.1,6.9,1.8,Sorocaba,Iris-setosa
7736,11.7,12.9,7.6,1.0,Sorocaba,Iris-setosa
7737,17.7,12.7,,1.5,Sorocaba,Iris-setosa
7738,16.1,17.1,3.3,0.7,Campinas,Iris-setosa
7739,11.2,,1.7,12.5,São Paulo,Iris-setosa
7740,18.8,17.4,2.3,1.2,Sorocaba,Iris-setosa
7741,4.7,21.1,7.1,0.6,Sorocaba,Iris-setosa
7742,5.1,4.4,9.1,1.5,Campinas,Iris-setosa
7743,12.1,22.4,,2.3,Sorocaba,Iris-setosa
7744,6.2,5.4,7.0,2.5,São Paulo,Iris-setosa
7745,10.3,3.9,1.0,1.7,Sorocaba,Iris-setosa
7746,14.5,24.5,2.3,0.0,São Paulo,Iris-setosa
7747,8.9,,1.9,2.0,Sorocaba,Iris-setosa
7748,9.6,3.0,5.7,2.4,Sorocaba,Iris-setosa
7749,16.8,13.1,8.1,2.3,São Paulo,Iris-setosa
7750,14.0,16.8,5.9,0.3,Sorocaba,Iris-setosa
7751,13.5,3.6,1.2,2.9,São Paulo,Iris-setosa
7752,9.4,21.0,2.7,0.5,Sorocaba,Iris-setosa
7753,14.8,23.2,8.9,2.9,São Paulo,Iris-setosa
7754,7.6,6.5,4.2,1.8,São Paulo,Iris-setosa
7755,16.5,11.4,6.5,2.5,Sorocaba,Iris-setosa
7756,9.6,8.4,7.3,0.9,Campinas,Iris-setosa
7757,14.2,4.6,8.7,2.6,São Paulo,Iris-setosa
7758,18.6,11.7,3.2,2.1,São Paulo,Iris-setosa
7759,8.1,14.0,5.8,0.3,Sorocaba,Iris-setosa
7760,5.2,8.5,9.7,0.4,Campinas,Iris-setosa
7761,16.1,5.0,8.6,1.5,Sorocaba,Iris-setosa
7762,16.7,3.7,6.5,1.6,Sorocaba,Iris-setosa
7763,7.7,18.3,8.3,1.7,Sorocaba,Iris-setosa
7764,13.5,24.1,9.9,1.9,Sorocaba,Iris-setosa
7765,4.3,5.3,7.0,1.2,Sorocaba,Iris-setosa
7766,7.6,6.9,18.8,2.5,São Paulo,Iris-setosa
7767,14.4,22.2,1.4,0.3,São Paulo,Iris-setosa
7768,13.7,,-8.6,0.6,Campinas,Iris-setosa
7769,3.0,21.6,1.7,2.8,Sorocaba,Iris-setosa
7770,7.0,11.8,6.3,1.1,Campinas,Iris-setosa
7771,4.7,11.2,3.0,1.1,Sorocaba,Iris-setosa
7772,11.3,22.6,6.3,2.4,Sorocaba,Iris-setosa
7773,4.3,4.4,3.8,2.1,Sorocaba,Iris-setosa
7774,18.7,20.6,9.7,2.2,Campinas,Iris-setosa
7775,17.0,23.9,4.3,1.7,Sorocaba,Iris-setosa
7776,13.3,3.9,4.7,0.1,Campinas,Iris-setosa
7777,13.2,17.4,3.6,0.4,Campinas,Iris-setosa
7778,18.5,13.0,8.4,2.0,Campinas,Iris-setosa
7779,19.5,,3.1,1.2,Sorocaba,Iris-setosa
7780,8.1,7.9,2.9,2.8,Sorocaba,Iris-setosa
7781,18.0,22.6,,1.6,São Paulo,Iris-setosa
7782,18.4,22.6,6.2,0.2,Campinas,Iris-setosa
7783,5.0,19.3,,2.0,Sorocaba,Iris-setosa
7784,4.9,5.3,9.2,1.6,Campinas,Iris-setosa
7785,3.4,15.6,1.0,1.4,Campinas,Iris-setosa
7786,12.0,2.2,9.2,0.9,Campinas,Iris-setosa
7787,9.0,16.4,3.0,0.5,São Paulo,Iris-setosa
7788,16.0,23.3,6.6,0.1,São Paulo,Iris-setosa
7789,15.2,7.9,4.4,1.0,Sorocaba,Iris-setosa
7790,8.7,6.9,1.6,0.7,Sorocaba,Iris-setosa
7791,3.3,18.3,6.9,0.2,Sorocaba,Iris-setosa
7792,10.6,14.5,8.2,1.5,São Paulo,Iris-setosa
7793,7.9,17.1,3.2,0.6,Campinas,Iris-setosa
7794,17.8,10.5,9.7,0.5,Campinas,Iris-setosa
7795,11.9,15.9,9.1,2.1,Sorocaba,Iris-setosa
7796,8.8,,6.4,1.4,São Paulo,Iris-setosa
7797,17.4,12.3,9.5,1.4,São Paulo,Iris-setosa
7798,19.2,6.7,3.0,0.3,São Paulo,Iris-setosa
7799,13.0,,9.8,2.6,São Paulo,Iris-setosa
7800,5.5,3.1,3.6,0.5,Campinas,Iris-setosa
7801,5.7,9.5,9.2,0.5,Sorocaba,Iris-setosa
7802,17.9,17.7,,2.8,Sorocaba,Iris-setosa
7803,10.5,18.6,5.4,1.5,Campinas,Iris-setosa
7804,18.6,6.1,9.6,0.9,Campinas,Iris-setosa
7805,4.5,18.4,5.0,1.9,São Paulo,Iris-setosa
7806,13.0,22.8,4.7,0.7,Sorocaba,Iris-setosa
7807,10.2,8.5,,1.7,São Paulo,Iris-setosa
7808,7.7,10.5,4.3,1.1,Sorocaba,Iris-setosa
7809,16.2,11.9,8.2,0.6,Sorocaba,Iris-setosa
7810,11.7,20.0,4.8,0.2,Sorocaba,Iris-setosa
7811,18.8,22.0,7.4,1.2,São Paulo,Iris-setosa
7812,19.5,21.5,1.8,2.1,São Paulo,Iris-setosa
7813,17.9,9.0,3.1,1.6,São Paulo,Iris-setosa
7814,9.8,24.8,4.4,2.5,Campinas,Iris-setosa
7815,19.5,7.9,4.5,0.0,Campinas,Iris-setosa
7816,9.4,20.7,9.0,1.4,Campinas,Iris-setosa
7817,13.1,20.9,,2.7,Sorocaba,Iris-setosa
7818,6.2,14.9,7.7,1.5,Campinas,Iris-setosa
7819,3.3,22.7,2.1,0.4,Campinas,Iris-setosa
7820,8.7,11.8,5.0,2.6,Sorocaba,Iris-setosa
7821,16.9,7.1,4.7,0.8,São Paulo,Iris-setosa
7822,7.7,2.3,9.2,2.4,São Paulo,Iris-setosa
7823,10.1,11.0,5.9,0.5,Sorocaba,Iris-setosa
7824,15.4,7.5,3.8,2.8,Sorocaba,Iris-setosa
7825,8.3,13.0,9.5,1.3,Sorocaba,Iris-setosa
7826,17.1,20.3,,1.1,Campinas,Iris-setosa
7827,9.4,24.6,9.3,0.0,Sorocaba,Iris-setosa
7828,11.8,3.9,8.3,1.4,São Paulo,Iris-setosa
7829,16.9,5.0,6.5,0.5,Campinas,Iris-setosa
7830,8.6,,2.2,1.4,São Paulo,Iris-setosa
7831,18.0,6.5,3.8,1.9,Sorocaba,Iris-setosa
7832,16.9,16.6,6.8,0.7,Campinas,Iris-setosa
7833,11.0,13.3,9.3,0.1,São Paulo,Iris-setosa
7834,9.1,24.4,,1.7,São Paulo,Iris-setosa
7835,10.4,19.9,5.0,2.9,Campinas,Iris-setosa
7836,15.6,16.1,6.6,1.2,Sorocaba,Iris-setosa
7837,8.1,23.6,2.3,2.4,Sorocaba,Iris-setosa
7838,19.3,23.1,2.9,0.9,Sorocaba,Iris-setosa
7839,17.1,9.1,3.3,1.4,Campinas,Iris-setosa
7840,18.1,14.3,6.9,1.1,Campinas,Iris-setosa
7841,4.1,23.9,7.5,0.7,Campinas,Iris-setosa
7842,19.0,4.1,9.0,2.6,Sorocaba,Iris-setosa
7843,6.3,12.9,5.4,1.8,Sorocaba,Iris-setosa
7844,6.3,16.0,8.1,2.0,São Paulo,Iris-setosa
7845,9.9,9.0,6.2,1.3,Campinas,Iris-setosa
7846,7.0,20.7,5.3,1.5,São Paulo,Iris-setosa
7847,19.3,14.1,1.5,1.1,Sorocaba,Iris-setosa
7848,17.9,8.3,1.8,1.1,Campinas,Iris-setosa
7849,19.4,11.1,7.0,0.0,São Paulo,Iris-setosa
7850,7.8,22.0,8.0,0.0,São Paulo,Iris-setosa
7851,19.3,17.7,4.9,2.4,Campinas,Iris-setosa
7852,7.2,15.8,4.6,0.6,São Paulo,Iris-setosa
7853,6.7,19.4,2.5,2.1,Sorocaba,Iris-setosa
7854,15.8,5.5,9.0,1.1,Campinas,Iris-setosa
7855,9.7,18.5,2.3,2.4,Campinas,Iris-setosa
7856,9.9,16.0,7.6,0.9,São Paulo,Iris-setosa
7857,17.3,21.1,6.5,0.4,Campinas,Iris-setosa
7858,6.3,6.2,9.8,1.3,Campinas,Iris-setosa
7859,13.0,23.6,5.6,0.8,Campinas,Iris-setosa
7860,14.7,14.8,2.4,2.8,Campinas,Iris-setosa
7861,8.9,15.5,,1.2,Campinas,Iris-setosa
7862,17.2,6.3,6.8,1.9,Campinas,Iris-setosa
7863,13.9,21.4,7.6,0.9,Campinas,Iris-setosa
7864,4.4,23.5,3.2,1.7,São Paulo,Iris-setosa
7865,17.0,22.7,4.5,1.8,São Paulo,Iris-setosa
7866,12.5,3.6,9.3,1.4,Sorocaba,Iris-setosa
7867,15.2,17.0,2.5,0.3,Campinas,Iris-setosa
7868,5.3,,3.5,1.3,Sorocaba,Iris-setosa
7869,3.1,9.3,9.4,1.2,Sorocaba,Iris-setosa
7870,6.4,24.6,3.0,1.1,São Paulo,Iris-setosa
7871,6.9,15.4,5.5,1.9,Campinas,Iris-setosa
7872,12.3,4.4,8.0,2.7,São Paulo,Iris-setosa
7873,11.3,18.7,1.3,2.8,São Paulo,Iris-setosa
7874,4.0,4.2,7.7,0.4,Sorocaba,Iris-setosa
7875,3.8,20.8,5.7,0.4,São Paulo,Iris-setosa
7876,12.0,19.6,9.6,2.4,Campinas,Iris-setosa
7877,13.2,,3.1,0.0,Sorocaba,Iris-setosa
7878,3.3,17.7,9.2,0.7,Campinas,Iris-setosa
7879,6.1,15.4,9.4,2.1,São Paulo,Iris-setosa
7880,3.0,16.3,,2.6,Campinas,Iris-setosa
7881,14.3,22.7,5.6,2.8,Sorocaba,Iris-setosa
7882,11.6,7.6,6.4,2.8,São Paulo,Iris-setosa
7883,7.3,12.5,5.5,0.4,São Paulo,Iris-setosa
7884,7.7,14.8,7.9,0.7,Sorocaba,Iris-setosa
7885,17.7,,4.2,0.8,Sorocaba,Iris-setosa
7886,8.4,14.0,9.9,2.0,São Paulo,Iris-setosa
7887,12.7,4.5,1.7,1.8,Campinas,Iris-setosa
7888,11.1,17.4,5.5,0.0,Sorocaba,Iris-setosa
7889,10.0,6.7,4.7,2.3,São Paulo,Iris-setosa
7890,12.1,6.5,3.8,0.2,Sorocaba,Iris-setosa
7891,16.9,6.5,2.3,0.6,Campinas,Iris-setosa
7892,8.8,18.6,4.5,1.1,Sorocaba,Iris-setosa
7893,21.6,,,1.0,São Paulo,Iris-setosa
7894,5.3,7.8,6.2,0.3,Campinas,Iris-setosa
7895,17.3,5.1,4.8,2.8,São Paulo,Iris-setosa
7896,6.7,13.3,8.1,1.9,Sorocaba,Iris-setosa
7897,3.5,5.0,8.1,1.2,Sorocaba,Iris-setosa
7898,10.2,18.4,8.9,1.8,Campinas,Iris-setosa
7899,11.2,,2.8,1.2,Campinas,Iris-setosa
7900,3.8,17.7,8.2,1.8,São Paulo,Iris-setosa
7901,18.0,11.9,,0.5,São Paulo,Iris-setosa
7902,14.8,5.2,7.3,1.9,Sorocaba,Iris-setosa
7903,16.8,13.4,8.0,1.3,São Paulo,Iris-setosa
7904,17.1,23.0,7.5,0.2,Sorocaba,Iris-setosa
7905,3.9,,3.4,0.6,São Paulo,Iris-setosa
7906,9.6,16.0,6.6,1.5,Sorocaba,Iris-setosa
7907,15.0,23.6,,2.4,Campinas,Iris-setosa
7908,19.2,21.7,4.4,1.1,Sorocaba,Iris-setosa
7909,14.8,3.4,7.5,2.4,Sorocaba,Iris-setosa
7910,13.7,17.7,2.3,0.4,Sorocaba,Iris-setosa
7911,8.3,21.2,3.3,0.1,São Paulo,Iris-setosa
7912,8.3,3.8,7.8,0.7,Sorocaba,Iris-setosa
7913,15.6,5.1,2.5,0.9,Campinas,Iris-setosa
7914,16.7,11.8,,1.5,São Paulo,Iris-setosa
7915,15.4,14.0,2.9,2.0,Sorocaba,Iris-setosa
7916,18.8,4.1,,1.8,São Paulo,Iris-setosa
7917,7.7,5.5,1.0,2.9,Sorocaba,Iris-setosa
7918,19.9,22.9,2.1,2.5,São Paulo,Iris-setosa
7919,7.7,17.3,6.5,0.3,São Paulo,Iris-setosa
7920,13.8,20.8,2.6,2.1,Sorocaba,Iris-setosa
7921,9.8,15.0,2.9,0.5,São Paulo,Iris-setosa
7922,19.9,11.0,5.1,2.5,Campinas,Iris-setosa
7923,18.7,,5.4,2.8,Campinas,Iris-setosa
7924,11.3,20.9,6.5,2.2,Sorocaba,Iris-setosa
7925,8.6,10.9,8.0,2.1,Sorocaba,Iris-setosa
7926,5.1,7.7,5.4,1.9,São Paulo,Iris-setosa
7927,16.8,5.0,8.3,0.1,São Paulo,Iris-setosa
7928,19.9,13.1,8.9,1.4,Campinas,Iris-setosa
7929,16.6,16.6,7.2,2.9,Sorocaba,Iris-setosa
7930,6.9,3.0,3.3,2.4,São Paulo,Iris-setosa
7931,6.8,9.1,5.8,0.1,Sorocaba,Iris-setosa
7932,13.2,12.4,3.4,1.4,Sorocaba,Iris-setosa
7933,9.5,12.5,3.1,2.0,Sorocaba,Iris-setosa
7934,11.6,3.1,8.6,2.3,Sorocaba,Iris-setosa
7935,18.0,2.9,5.7,2.0,São Paulo,Iris-setosa
7936,4.1,20.7,6.3,2.9,São Paulo,Iris-setosa
7937,14.4,17.6,3.5,1.0,Campinas,Iris-setosa
7938,9.6,8.1,9.2,2.5,São Paulo,Iris-setosa
7939,9.7,3.7,4.7,1.5,Campinas,Iris-setosa
7940,9.4,21.5,6.6,0.3,Campinas,Iris-setosa
7941,17.4,17.2,6.1,2.3,São Paulo,Iris-setosa
7942,9.6,14.4,7.6,1.0,São Paulo,Iris-setosa
7943,10.7,18.8,,0.8,Sorocaba,Iris-setosa
7944,5.2,5.3,6.8,1.3,Campinas,Iris-setosa
7945,14.7,21.0,4.0,1.2,Campinas,Iris-setosa
7946,9.7,21.1,5.1,1.6,Sorocaba,Iris-setosa
7947,7.7,8.4,9.6,2.3,Campinas,Iris-setosa
7948,11.9,8.8,4.7,0.2,São Paulo,Iris-setosa
7949,16.9,,3.6,0.6,São Paulo,Iris-setosa
7950,11.3,6.0,8.3,2.4,Campinas,Iris-setosa
7951,6.9,8.7,,0.5,Campinas,Iris-setosa
7952,8.9,17.1,4.3,1.7,São Paulo,Iris-setosa
7953,15.3,4.2,9.1,2.4,Campinas,Iris-setosa
7954,5.4,3.0,2.5,0.9,São Paulo,Iris-setosa
7955,3.9,22.2,2.4,0.8,Campinas,Iris-setosa
7956,11.0,,5.7,0.7,Sorocaba,Iris-setosa
7957,19.8,20.6,2.9,1.9,Campinas,Iris-setosa
7958,14.8,,2.7,2.7,Sorocaba,Iris-setosa
7959,12.1,14.6,2.8,1.9,São Paulo,Iris-setosa
7960,10.2,,5.1,0.5,Sorocaba,Iris-setosa
7961,8.5,4.6,9.9,1.3,Campinas,Iris-setosa
7962,4.1,6.6,3.1,0.1,São Paulo,Iris-setosa
7963,15.0,,1.1,0.2,Sorocaba,Iris-setosa
7964,13.9,17.4,6.1,1.0,São Paulo,Iris-setosa
7965,3.5,,3.7,0.2,Sorocaba,Iris-setosa
7966,4.9,21.4,6.0,0.8,São Paulo,Iris-setosa
7967,19.7,,5.1,1.2,Sorocaba,Iris-setosa
7968,16.9,14.4,7.4,0.5,Sorocaba,Iris-setosa
7969,12.8,24.3,2.5,2.4,Sorocaba,Iris-setosa
7970,8.5,5.5,8.9,0.3,Campinas,Iris-setosa
7971,3.5,16.7,4.6,2.9,Campinas,Iris-setosa
7972,3.1,,9.6,0.5,Campinas,Iris-setosa
7973,17.0,19.0,4.9,1.0,Campinas,Iris-setosa
7974,8.4,12.6,4.5,1.3,Sorocaba,Iris-setosa
7975,9.0,19.1,4.0,0.2,Campinas,Iris-setosa
7976,16.1,7.7,5.4,2.8,Campinas,Iris-setosa
7977,16.8,2.9,5.7,1.1,Campinas,Iris-setosa
7978,8.0,6.6,6.5,0.0,Sorocaba,Iris-setosa
7979,8.2,5.5,4.2,1.8,São Paulo,Iris-setosa
7980,8.2,16.6,8.2,0.7,Sorocaba,Iris-setosa
7981,18.0,17.0,2.0,0.5,São Paulo,Iris-setosa
7982,4.7,,5.0,1.7,Campinas,Iris-setosa
7983,16.5,12.6,4.7,2.4,Sorocaba,Iris-setosa
7984,13.2,7.3,2.0,0.8,São Paulo,Iris-setosa
7985,17.8,18.9,5.6,0.0,São Paulo,Iris-setosa
7986,16.0,23.7,1.9,1.4,São Paulo,Iris-setosa
7987,8.5,18.2,2.9,0.1,São Paulo,Iris-setosa
7988,5.1,18.8,6.2,1.4,Campinas,Iris-setosa
7989,3.1,24.4,9.1,0.9,São Paulo,Iris-setosa
7990,12.5,6.4,6.3,2.8,Sorocaba,Iris-setosa
7991,19.7,18.7,8.3,1.6,São Paulo,Iris-setosa
7992,19.9,9.9,3.2,2.5,Sorocaba,Iris-setosa
7993,14.2,18.9,7.2,0.9,São Paulo,Iris-setosa
7994,15.4,4.5,8.0,1.1,Campinas,Iris-setosa
7995,3.8,15.5,5.3,2.0,Campinas,Iris-setosa
7996,10.9,18.5,6.2,0.8,Campinas,Iris-setosa
7997,19.0,20.4,25.0,2.0,Campinas,Iris-setosa
7998,12.6,6.5,6.0,1.1,São Paulo,Iris-setosa
7999,10.7,17.4,7.7,2.5,Sorocaba,Iris-setosa
8000,10.5,21.3,7.2,1.0,Campinas,Iris-setosa
8001,16.0,4.1,6.7,2.2,Campinas,Iris-setosa
8002,3.1,4.9,9.1,1.8,Sorocaba,Iris-setosa
8003,17.3,21.8,9.0,2.7,São Paulo,Iris-setosa
8004,12.6,17.1,2.1,2.9,São Paulo,Iris-setosa
8005,17.2,2.4,3.7,0.5,Sorocaba,Iris-setosa
8006,14.0,15.8,7.4,2.6,Campinas,Iris-setosa
8007,17.0,6.8,8.8,0.5,Campinas,Iris-setosa
8008,7.7,23.0,2.4,0.6,Campinas,Iris-setosa
8009,4.3,6.8,4.5,2.8,Sorocaba,Iris-setosa
8010,17.7,22.0,,1.6,Sorocaba,Iris-setosa
8011,19.6,23.2,5.7,0.7,Sorocaba,Iris-setosa
8012,16.1,16.2,8.9,1.1,Campinas,Iris-setosa
8013,15.3,17.2,8.6,2.1,Campinas,Iris-setosa
8014,6.3,,,1.8,Campinas,Iris-setosa
8015,3.8,5.7,9.0,1.9,São Paulo,Iris-setosa
8016,13.9,21.3,4.1,1.8,Campinas,Iris-setosa
8017,15.6,9.6,2.8,2.9,Campinas,Iris-setosa
8018,8.0,22.5,4.0,2.2,São Paulo,Iris-setosa
8019,18.8,10.8,7.5,1.2,São Paulo,Iris-setosa
8020,9.8,16.8,6.5,2.8,Campinas,Iris-setosa
8021,12.7,14.2,4.4,1.9,Campinas,Iris-setosa
8022,10.5,15.2,2.6,0.4,Campinas,Iris-setosa
8023,19.7,15.5,,1.1,Sorocaba,Iris-setosa
8024,18.8,24.1,8.4,1.1,São Paulo,Iris-setosa
8025,8.2,5.3,2.0,1.5,Campinas,Iris-setosa
8026,14.8,23.2,1.5,2.2,Campinas,Iris-setosa
8027,10.0,17.5,4.2,1.4,São Paulo,Iris-setosa
8028,14.3,24.6,8.1,1.5,Campinas,Iris-setosa
8029,8.4,8.2,,0.9,São Paulo,Iris-setosa
8030,16.5,9.8,4.1,2.1,São Paulo,Iris-setosa
8031,8.8,7.2,,2.4,Sorocaba,Iris-setosa
8032,9.8,3.8,5.9,1.2,São Paulo,Iris-setosa
8033,10.6,21.4,5.5,0.0,São Paulo,Iris-setosa
8034,9.0,5.6,6.3,0.0,Sorocaba,Iris-setosa
8035,6.3,13.1,,0.8,São Paulo,Iris-setosa
8036,6.1,23.0,3.9,0.6,São Paulo,Iris-setosa
8037,10.3,18.1,3.0,2.1,Campinas,Iris-setosa
8038,14.7,10.5,9.7,2.7,Campinas,Iris-setosa
8039,5.4,21.2,9.9,2.1,São Paulo,Iris-setosa
8040,3.5,3.7,,1.7,São Paulo,Iris-setosa
8041,12.0,2.7,1.2,0.6,São Paulo,Iris-setosa
8042,8.5,13.7,8.7,1.7,Sorocaba,Iris-setosa
8043,19.7,12.7,6.2,0.1,Campinas,Iris-setosa
8044,11.4,16.4,5.4,0.5,Sorocaba,Iris-setosa
8045,11.6,8.0,3.7,1.8,São Paulo,Iris-setosa
8046,5.9,22.9,3.6,2.4,São Paulo,Iris-setosa
8047,11.1,,8.4,1.0,Campinas,Iris-setosa
8048,4.7,23.2,4.3,0.9,Campinas,Iris-setosa
8049,5.0,20.5,5.2,0.5,Campinas,Iris-setosa
8050,8.9,14.8,,2.9,Campinas,Iris-setosa
8051,5.0,9.9,8.2,2.2,Campinas,Iris-setosa
8052,15.4,21.5,5.9,2.4,São Paulo,Iris-setosa
8053,15.4,5.4,7.4,2.5,Sorocaba,Iris-setosa
8054,11.0,,2.9,0.2,São Paulo,Iris-setosa
8055,19.7,4.6,1.6,1.7,Campinas,Iris-setosa
8056,4.8,20.3,9.1,2.2,São Paulo,Iris-setosa
8057,11.2,10.1,5.6,0.5,Sorocaba,Iris-setosa
8058,7.7,24.3,,0.7,Sorocaba,Iris-setosa
8059,18.0,19.1,,0.6,São Paulo,Iris-setosa
8060,3.8,4.9,3.0,2.2,Campinas,Iris-setosa
8061,17.4,,,0.1,Sorocaba,Iris-setosa
8062,14.3,15.6,4.6,2.8,Sorocaba,Iris-setosa
8063,12.3,18.2,8.2,0.6,Sorocaba,Iris-setosa
8064,19.3,10.6,5.3,1.1,Campinas,Iris-setosa
8065,8.5,5.6,3.5,1.4,Sorocaba,Iris-setosa
8066,16.7,6.1,2.6,0.1,Campinas,Iris-setosa
8067,5.8,12.3,1.2,0.5,Sorocaba,Iris-setosa
8068,18.3,7.5,2.0,1.1,São Paulo,Iris-setosa
8069,10.6,21.9,1.7,1.8,São Paulo,Iris-setosa
8070,5.9,8.2,6.5,2.9,Campinas,Iris-setosa
8071,14.0,18.9,9.1,1.7,Sorocaba,Iris-setosa
8072,19.7,11.5,4.2,2.4,Campinas,Iris-setosa
8073,14.6,99.0,8.8,0.5,São Paulo,Iris-setosa
8074,19.1,,4.6,2.7,Sorocaba,Iris-setosa
8075,11.1,24.6,9.1,0.0,São Paulo,Iris-setosa
8076,5.6,6.8,1.0,2.6,Campinas,Iris-setosa
8077,16.6,11.8,5.7,0.7,São Paulo,Iris-setosa
8078,7.5,2.0,9.6,0.1,Campinas,Iris-setosa
8079,7.4,3.5,7.2,0.5,Campinas,Iris-setosa
8080,16.1,24.4,1.7,0.5,Sorocaba,Iris-setosa
8081,11.5,3.0,4.6,1.8,São Paulo,Iris-setosa
8082,7.2,14.3,5.4,0.5,Campinas,Iris-setosa
8083,12.7,11.1,8.6,1.4,Sorocaba,Iris-setosa
8084,7.7,3.0,4.3,0.6,Sorocaba,Iris-setosa
8085,9.4,20.7,2.5,2.7,Sorocaba,Iris-setosa
8086,12.3,24.7,9.5,0.7,São Paulo,Iris-setosa
8087,11.5,15.9,2.3,2.2,Campinas,Iris-setosa
8088,14.7,21.4,2.8,1.4,Campinas,Iris-setosa
8089,10.1,16.0,7.4,0.1,Sorocaba,Iris-setosa
8090,7.8,12.1,,0.0,Sorocaba,Iris-setosa
8091,8.8,10.0,2.7,0.6,Sorocaba,Iris-setosa
8092,14.8,19.5,4.3,0.4,São Paulo,Iris-setosa
8093,15.5,16.3,2.5,0.8,São Paulo,Iris-setosa
8094,11.8,,3.0,1.6,São Paulo,Iris-setosa
8095,16.4,20.1,5.2,2.8,São Paulo,Iris-setosa
8096,12.1,21.9,5.0,2.6,São Paulo,Iris-setosa
8097,16.1,7.2,5.4,0.4,Campinas,Iris-setosa
8098,11.2,9.4,4.6,1.0,Campinas,Iris-setosa
8099,9.5,19.5,1.4,1.3,Campinas,Iris-setosa
8100,19.8,12.0,2.4,0.7,Sorocaba,Iris-setosa
8101,10.7,3.2,2.4,0.1,Sorocaba,Iris-setosa
8102,5.3,6.2,6.9,1.3,São Paulo,Iris-setosa
8103,12.3,2.1,7.2,1.5,Campinas,Iris-setosa
8104,13.9,7.6,9.3,0.4,São Paulo,Iris-setosa
8105,4.7,19.7,7.4,0.9,Sorocaba,Iris-setosa
8106,17.6,3.5,8.8,2.0,São Paulo,Iris-setosa
8107,3.7,6.6,7.7,2.4,Campinas,Iris-setosa
8108,8.4,19.3,7.5,1.5,Sorocaba,Iris-setosa
8109,15.5,3.6,3.2,0.2,Campinas,Iris-setosa
8110,19.9,18.3,1.9,0.2,São Paulo,Iris-setosa
